"Uni","GPA","Grad","ID"
"Catbush",2.99,2019,5135
"Catbush",1.51,1996,5136
"Catbush",2.6,2000,5137
"Catbush",2.67,2001,5138
"Catbush",3.49,2003,5139
"Catbush",1.05,1992,5140
"Catbush",2.13,2011,5141
"Catbush",2.32,2010,5142
"Catbush",1.76,1990,5143
"Catbush",3.47,2011,5144
"Catbush",1.6,2022,5145
"Catbush",3.35,2009,5146
"Catbush",2.08,2008,5147
"Catbush",1.76,2004,5148
"Catbush",2.96,2017,5149
"Catbush",1,1995,5150
"Catbush",1.98,1995,5151
"Catbush",2.93,2000,5152
"Catbush",1.26,2021,5153
"Catbush",1.97,2013,5154
"Catbush",2.23,2022,5155
"Catbush",2.69,1998,5156
"Catbush",1.92,1991,5157
"Catbush",3.26,2017,5158
"Catbush",3.78,2000,5159
"Catbush",3.78,2012,5160
"Catbush",2.46,1990,5161
"Catbush",3.82,2011,5162
"Catbush",1.22,2018,5163
"Catbush",1.32,2017,5164
"Catbush",2.93,1999,5165
"Catbush",3.9,1996,5166
"Catbush",2.62,1997,5167
"Catbush",2.67,2000,5168
"Catbush",3.63,2019,5169
"Catbush",3.41,2009,5170
"Catbush",1.56,2018,5171
"Catbush",2.78,2007,5172
"Catbush",1.13,2010,5173
"Catbush",1.98,2003,5174
"Catbush",1.2,1992,5175
"Catbush",3.05,2023,5176
"Catbush",3.71,2011,5177
"Catbush",1.42,2006,5178
"Catbush",3.14,2022,5179
"Catbush",2.78,1993,5180
"Catbush",2.68,2015,5181
"Catbush",3.52,1998,5182
"Catbush",3.19,2017,5183
"Catbush",1.29,1993,5184
"Catbush",3.73,2017,5185
"Catbush",2.83,2011,5186
"Catbush",3.82,1992,5187
"Catbush",3.54,2019,5188
"Catbush",3.32,2008,5189
"Catbush",3.55,2009,5190
"Catbush",3.83,2006,5191
"Catbush",1.72,1991,5192
"Catbush",1.72,2015,5193
"Catbush",2.54,2017,5194
"Catbush",2.87,1995,5195
"Catbush",2.55,1995,5196
"Catbush",3.86,1996,5197
"Catbush",2.98,2006,5198
"Catbush",3.64,2000,5199
"Catbush",3.71,1995,5200
"Catbush",2.86,2020,5201
"Catbush",3.2,2012,5202
"Catbush",3.64,2015,5203
"Catbush",3.1,2016,5204
"Catbush",1.38,2009,5205
"Catbush",1.01,2023,5206
"Catbush",1.35,1997,5207
"Catbush",3.23,1991,5208
"Catbush",2.28,2017,5209
"Catbush",3.55,2017,5210
"Catbush",3.16,2006,5211
"Catbush",1.17,1999,5212
"Catbush",1.87,1993,5213
"Catbush",3.72,2010,5214
"Catbush",2.62,2019,5215
"Catbush",1.56,2014,5216
"Catbush",1.92,2005,5217
"Catbush",2.46,2003,5218
"Catbush",3.31,2011,5219
"Catbush",3.38,2006,5220
"Catbush",2.12,1999,5221
"Catbush",3.01,2012,5222
"Catbush",3.4,2000,5223
"Catbush",3.95,2007,5224
"Catbush",3.25,1997,5225
"Catbush",1.97,2016,5226
"Catbush",2.65,2010,5227
"Catbush",2.69,2002,5228
"Catbush",3.48,1997,5229
"Catbush",1.67,2005,5230
"Catbush",2.78,2010,5231
"Catbush",1.3,2022,5232
"Catbush",2.28,2009,5233
"Catbush",2.28,2006,5234
"Catbush",1.37,2017,5235
"Catbush",2.9,2018,5236
"Catbush",3.84,1991,5237
"Catbush",1.98,2010,5238
"Catbush",3.72,2000,5239
"Catbush",3.98,2009,5240
"Catbush",3.82,2005,5241
"Catbush",3.96,1995,5242
"Catbush",1.61,2002,5243
"Catbush",1.68,2008,5244
"Catbush",1.42,2007,5245
"Catbush",1.62,1992,5246
"Catbush",1.9,2022,5247
"Catbush",1.81,1996,5248
"Catbush",1.86,1992,5249
"Catbush",1.86,1996,5250
"Catbush",3.44,1996,5251
"Catbush",1.05,2001,5252
"Catbush",1.71,2004,5253
"Catbush",1.57,2016,5254
"Catbush",3.04,2000,5255
"Catbush",1.8,2017,5256
"Catbush",3.37,2009,5257
"Catbush",2.69,2007,5258
"Catbush",2.6,2014,5259
"Catbush",2.79,2017,5260
"Catbush",3.95,2003,5261
"Catbush",1.77,2009,5262
"Catbush",3.94,1996,5263
"Catbush",1.79,2013,5264
"Catbush",2.75,1997,5265
"Catbush",1.73,1991,5266
"Catbush",2.88,2019,5267
"Catbush",3.43,2001,5268
"Catbush",2.57,2013,5269
"Catbush",1.64,2006,5270
"Catbush",3.47,2011,5271
"Catbush",2.53,1992,5272
"Catbush",2.04,2022,5273
"Catbush",3.86,1995,5274
"Catbush",2.34,1994,5275
"Catbush",2.83,2015,5276
"Catbush",3.74,2013,5277
"Catbush",1.76,2022,5278
"Catbush",2.95,2023,5279
"Catbush",3.77,2023,5280
"Catbush",3.87,2001,5281
"Catbush",1.41,1990,5282
"Catbush",1.26,1991,5283
"Catbush",1.92,1999,5284
"Catbush",2.18,2009,5285
"Catbush",3.96,2013,5286
"Catbush",1.57,1991,5287
"Catbush",2.06,2023,5288
"Catbush",2.28,2022,5289
"Catbush",1.27,2003,5290
"Catbush",3.68,2019,5291
"Catbush",1.11,2007,5292
"Catbush",3.57,2006,5293
"Catbush",3.57,2000,5294
"Catbush",2.24,2006,5295
"Catbush",1.33,2011,5296
"Catbush",1.61,2019,5297
"Catbush",1.02,2019,5298
"Catbush",2.39,1991,5299
"Catbush",2.27,2014,5300
"Catbush",1.67,2014,5301
"Catbush",2.8,1995,5302
"Catbush",1.53,2018,5303
"Catbush",2.05,1993,5304
"Catbush",1.02,1992,5305
"Catbush",1.84,2017,5306
"Catbush",1.03,1995,5307
"Catbush",1.35,1994,5308
"Catbush",2.6,1992,5309
"Catbush",3.99,1995,5310
"Catbush",1.94,2020,5311
"Catbush",1.09,2016,5312
"Catbush",3.96,2000,5313
"Catbush",2.41,1990,5314
"Catbush",1.75,2010,5315
"Catbush",1.77,2020,5316
"Catbush",3.5,2019,5317
"Catbush",3.82,2023,5318
"Catbush",3.67,2005,5319
"Catbush",1.81,2008,5320
"Catbush",1.81,1990,5321
"Catbush",2.86,2010,5322
"Catbush",1.91,1997,5323
"Catbush",3.64,2005,5324
"Catbush",1.66,2014,5325
"Catbush",1.92,2003,5326
"Catbush",2.98,2017,5327
"Catbush",1.87,1990,5328
"Catbush",1.66,2008,5329
"Catbush",2.13,2018,5330
"Catbush",3.98,2010,5331
"Catbush",2.75,2007,5332
"Catbush",2.26,2020,5333
"Catbush",2.17,2010,5334
"Catbush",1.77,1997,5335
"Catbush",3.64,2018,5336
"Catbush",2.75,2017,5337
"Catbush",2.1,2002,5338
"Catbush",1.77,1995,5339
"Catbush",3.91,2014,5340
"Catbush",2.57,1992,5341
"Catbush",3.84,2003,5342
"Catbush",1.83,2021,5343
"Catbush",1.03,2002,5344
"Catbush",2.67,2011,5345
"Catbush",1.25,2007,5346
"Catbush",3.66,2002,5347
"Catbush",3.82,1990,5348
"Catbush",2.17,2009,5349
"Catbush",1.49,2005,5350
"Catbush",3.77,1998,5351
"Catbush",2.85,2012,5352
"Catbush",2.63,2010,5353
"Catbush",2.18,2020,5354
"Catbush",2.38,2000,5355
"Catbush",3.68,2003,5356
"Catbush",2.52,2015,5357
"Catbush",3.57,2010,5358
"Catbush",2.58,1994,5359
"Catbush",3.39,1994,5360
"Catbush",2.83,2002,5361
"Catbush",1.6,1999,5362
"Catbush",3.98,2011,5363
"Catbush",3.38,2015,5364
"Catbush",2.61,2004,5365
"Catbush",2.44,1995,5366
"Catbush",3.31,2010,5367
"Catbush",1.21,2012,5368
"Catbush",2.01,2007,5369
"Catbush",2.8,1996,5370
"Catbush",2.78,1990,5371
"Catbush",1.07,2011,5372
"Catbush",2.49,2018,5373
"Catbush",3.17,2002,5374
"Catbush",1.97,2003,5375
"Catbush",2.96,1992,5376
"Catbush",1.43,2017,5377
"Catbush",1.1,1999,5378
"Catbush",1.04,2020,5379
"Catbush",3.18,2008,5380
"Catbush",3.73,2007,5381
"Catbush",3.29,2010,5382
"Catbush",2.6,2018,5383
"Catbush",1.11,1992,5384
"Catbush",2.78,2015,5385
"Catbush",2.73,2009,5386
"Catbush",3.8,2009,5387
"Catbush",3.07,1996,5388
"Catbush",2.35,2007,5389
"Catbush",3.41,2021,5390
"Catbush",2.03,2021,5391
"Catbush",3.11,2005,5392
"Catbush",2.76,2018,5393
"Catbush",3.4,1999,5394
"Catbush",2.96,2015,5395
"Catbush",2.79,1995,5396
"Catbush",1.44,2006,5397
"Catbush",1.4,2019,5398
"Catbush",3.82,1999,5399
"Catbush",1.51,2017,5400
"Catbush",3.65,2001,5401
"Catbush",2.57,2022,5402
"Catbush",3.75,2005,5403
"Catbush",3.89,2003,5404
"Catbush",3.65,2023,5405
"Catbush",3.54,1998,5406
"Catbush",1.2,2016,5407
"Catbush",2.17,2018,5408
"Catbush",2.62,2005,5409
"Catbush",1.6,2022,5410
"Catbush",3.97,2021,5411
"Catbush",1.69,2006,5412
"Catbush",2.18,2013,5413
"Catbush",3.36,2009,5414
"Catbush",2.8,1999,5415
"Catbush",3.69,2007,5416
"Catbush",1.65,2012,5417
"Catbush",2.87,1993,5418
"Catbush",2.1,1994,5419
"Catbush",2.99,2012,5420
"Catbush",1.56,2020,5421
"Catbush",1.45,2000,5422
"Catbush",3.9,2023,5423
"Catbush",1.19,2006,5424
"Catbush",1.15,2009,5425
"Catbush",1.79,2011,5426
"Catbush",2.27,2014,5427
"Catbush",2.19,2022,5428
"Catbush",3.23,2010,5429
"Catbush",3.12,1995,5430
"Catbush",2.67,2009,5431
"Catbush",1.82,2005,5432
"Catbush",2.91,2023,5433
"Catbush",2.6,2007,5434
"Catbush",3.36,2002,5435
"Catbush",3.14,2009,5436
"Catbush",2.8,1993,5437
"Catbush",1.82,2015,5438
"Catbush",1.15,1992,5439
"Catbush",2.85,2020,5440
"Catbush",2.93,1994,5441
"Catbush",3.41,1992,5442
"Catbush",2.31,2011,5443
"Catbush",1.52,1994,5444
"Catbush",3.87,2011,5445
"Catbush",1.57,2014,5446
"Catbush",1.17,1990,5447
"Catbush",1.28,2011,5448
"Catbush",3.09,1996,5449
"Catbush",2.81,2019,5450
"Catbush",2.14,2009,5451
"Catbush",2.42,1998,5452
"Catbush",1.87,1995,5453
"Catbush",1.27,1996,5454
"Catbush",3.54,2016,5455
"Catbush",3.04,2008,5456
"Catbush",3.91,2017,5457
"Catbush",3,2004,5458
"Catbush",3.73,2001,5459
"Catbush",1.12,2000,5460
"Catbush",3.23,2008,5461
"Catbush",2.26,2011,5462
"Catbush",1.45,2011,5463
"Catbush",2.15,1994,5464
"Catbush",1.28,1994,5465
"Catbush",1.59,2021,5466
"Catbush",2.28,2007,5467
"Catbush",3.16,1996,5468
"Catbush",2.81,2021,5469
"Catbush",2.13,2023,5470
"Catbush",1.75,1990,5471
"Catbush",3.85,2012,5472
"Catbush",1.64,2019,5473
"Catbush",2.65,2021,5474
"Catbush",3.2,1992,5475
"Catbush",2.36,2010,5476
"Catbush",3.44,2015,5477
"Catbush",3.97,1999,5478
"Catbush",2.35,2020,5479
"Catbush",1.69,2008,5480
"Catbush",1.21,2021,5481
"Catbush",1.8,2020,5482
"Catbush",2.74,2001,5483
"Catbush",3.43,1994,5484
"Catbush",2.09,1998,5485
"Catbush",2.53,2002,5486
"Catbush",2.55,2008,5487
"Catbush",3.26,2007,5488
"Catbush",2.46,2015,5489
"Catbush",2.92,2023,5490
"Catbush",2.67,2012,5491
"Catbush",3.67,2004,5492
"Catbush",1.77,2020,5493
"Catbush",1.1,2005,5494
"Catbush",3.49,1994,5495
"Catbush",1.58,2011,5496
"Catbush",2.61,1995,5497
"Catbush",3.04,2022,5498
"Catbush",2.13,2003,5499
"Catbush",1.26,2022,5500
"Catbush",2.04,2002,5501
"Catbush",2.05,2019,5502
"Catbush",3.35,2013,5503
"Catbush",3.94,2019,5504
"Catbush",1.63,2012,5505
"Catbush",2.44,2014,5506
"Catbush",2.57,1998,5507
"Catbush",2.23,2002,5508
"Catbush",3.12,2022,5509
"Catbush",2.71,2016,5510
"Catbush",2.12,2013,5511
"Catbush",2.73,2004,5512
"Catbush",3.95,1997,5513
"Catbush",3.58,1998,5514
"Catbush",3.67,1998,5515
"Catbush",1.94,1996,5516
"Catbush",3.8,2018,5517
"Catbush",3.07,2005,5518
"Catbush",3.22,1996,5519
"Catbush",1.9,1996,5520
"Catbush",2.3,2002,5521
"Catbush",1.28,2011,5522
"Catbush",3.22,2005,5523
"Catbush",2.16,2021,5524
"Catbush",2.64,2000,5525
"Catbush",3.4,1999,5526
"Catbush",3.17,2003,5527
"Catbush",1.65,1994,5528
"Catbush",3.11,2009,5529
"Catbush",1.73,2009,5530
"Catbush",1.13,2015,5531
"Catbush",2.44,2020,5532
"Catbush",1.35,1996,5533
"Catbush",2.8,1996,5534
"Catbush",2.07,2009,5535
"Catbush",3.65,1997,5536
"Catbush",2.65,1990,5537
"Catbush",1.44,2003,5538
"Catbush",2.31,2020,5539
"Catbush",2.87,2001,5540
"Catbush",1.89,1997,5541
"Catbush",1.6,1996,5542
"Catbush",1.21,1997,5543
"Catbush",3.61,2006,5544
"Catbush",2.39,2019,5545
"Catbush",1.24,2012,5546
"Catbush",2.1,2020,5547
"Catbush",1.8,2017,5548
"Catbush",3.11,2004,5549
"Catbush",3.66,2018,5550
"Catbush",2.88,2009,5551
"Catbush",1.79,2013,5552
"Catbush",2.32,1997,5553
"Catbush",3.72,2022,5554
"Catbush",3.33,1993,5555
"Catbush",2.47,2010,5556
"Catbush",3.52,2003,5557
"Catbush",3.47,1998,5558
"Catbush",3.87,2022,5559
"Catbush",1.14,2004,5560
"Catbush",1.24,1998,5561
"Catbush",3.09,1995,5562
"Catbush",1.19,2019,5563
"Catbush",3.8,2016,5564
"Catbush",1.5,2006,5565
"Catbush",2.96,2001,5566
"Catbush",1.4,1998,5567
"Catbush",1.15,2011,5568
"Catbush",3.58,2014,5569
"Catbush",1.7,2023,5570
"Catbush",1.85,2012,5571
"Catbush",2.73,2011,5572
"Catbush",3.26,1993,5573
"Catbush",2.44,2012,5574
"Catbush",1.26,1993,5575
"Catbush",2.84,1995,5576
"Catbush",1.44,2009,5577
"Catbush",1,1998,5578
"Catbush",2.19,2003,5579
"Catbush",1.15,2016,5580
"Catbush",2.81,2008,5581
"Catbush",3.83,2021,5582
"Catbush",2.82,2021,5583
"Catbush",2.06,1997,5584
"Catbush",3.16,2003,5585
"Catbush",1.76,2015,5586
"Catbush",1.72,2001,5587
"Catbush",3.25,2004,5588
"Catbush",2.11,2003,5589
"Catbush",1.15,1995,5590
"Catbush",2.78,1999,5591
"Catbush",1.24,2008,5592
"Catbush",1.81,2002,5593
"Catbush",3,2021,5594
"Catbush",3.19,2018,5595
"Catbush",1.38,2019,5596
"Catbush",2.24,2018,5597
"Catbush",3.99,1997,5598
"Catbush",3.88,2023,5599
"Catbush",2.56,2009,5600
"Catbush",1.67,2020,5601
"Catbush",2.67,1995,5602
"Catbush",3.28,2007,5603
"Catbush",2.09,2014,5604
"Catbush",3.13,2023,5605
"Catbush",1.14,2016,5606
"Catbush",2.54,2015,5607
"Catbush",2.43,2013,5608
"Catbush",1.06,1992,5609
"Catbush",3.16,2004,5610
"Catbush",1.86,1992,5611
"Catbush",1.42,1994,5612
"Catbush",2.38,1999,5613
"Catbush",1.24,2020,5614
"Catbush",2.69,1997,5615
"Catbush",2.06,2015,5616
"Catbush",3.53,1992,5617
"Catbush",2.51,2001,5618
"Catbush",2.37,2001,5619
"Catbush",1.17,2012,5620
"Catbush",2.44,1995,5621
"Catbush",3.77,2021,5622
"Catbush",2.25,1995,5623
"Catbush",1.02,2017,5624
"Catbush",2.93,2001,5625
"Catbush",2.77,1993,5626
"Catbush",1.2,2003,5627
"Catbush",1.35,2016,5628
"Catbush",2.23,2002,5629
"Catbush",2.29,2001,5630
"Catbush",1.82,2015,5631
"Catbush",1.13,2016,5632
"Catbush",2.7,2006,5633
"Catbush",3.57,1994,5634
"Catbush",2.97,2023,5635
"Catbush",1.08,2023,5636
"Catbush",2.72,2000,5637
"Catbush",1.02,1996,5638
"Catbush",3.96,1990,5639
"Catbush",3.43,2001,5640
"Catbush",3.64,2014,5641
"Catbush",3.03,1998,5642
"Catbush",3.68,2004,5643
"Catbush",2.64,1999,5644
"Catbush",3.99,1998,5645
"Catbush",3.4,2020,5646
"Catbush",1.91,2005,5647
"Catbush",4,2009,5648
"Catbush",2.23,2015,5649
"Catbush",3.02,1998,5650
"Catbush",4,2002,5651
"Catbush",1.82,2007,5652
"Catbush",3.93,2017,5653
"Catbush",2.58,1996,5654
"Catbush",2.37,2019,5655
"Catbush",2.19,1999,5656
"Catbush",1.48,2009,5657
"Catbush",3.26,2002,5658
"Catbush",2.09,1990,5659
"Catbush",2.19,1995,5660
"Catbush",3.32,2013,5661
"Catbush",3,1991,5662
"Catbush",3.28,2004,5663
"Catbush",3.08,2013,5664
"Catbush",2.31,1998,5665
"Catbush",1.75,2009,5666
"Catbush",3.08,2022,5667
"Catbush",3.18,2011,5668
"Catbush",2.91,2002,5669
"Catbush",3.34,1997,5670
"Catbush",3.48,2007,5671
"Catbush",3.97,2021,5672
"Catbush",1.98,2023,5673
"Catbush",1.05,2018,5674
"Catbush",2.43,2020,5675
"Catbush",1.44,2007,5676
"Catbush",1.42,2002,5677
"Catbush",2.52,2019,5678
"Catbush",1.81,2013,5679
"Catbush",3.07,2012,5680
"Catbush",3.86,2003,5681
"Catbush",1.13,2019,5682
"Catbush",2.43,1997,5683
"Catbush",2.68,2019,5684
"Catbush",1.29,2003,5685
"Catbush",2.41,2023,5686
"Catbush",3.11,1993,5687
"Catbush",1.34,1998,5688
"Catbush",2.48,1996,5689
"Catbush",3.72,2003,5690
"Catbush",1.48,1995,5691
"Catbush",1.33,2009,5692
"Catbush",3.66,2003,5693
"Catbush",3.95,1997,5694
"Catbush",3.59,2001,5695
"Catbush",3.62,2007,5696
"Catbush",2.26,2022,5697
"Catbush",1.25,1995,5698
"Catbush",1.38,2007,5699
"Catbush",2.4,2013,5700
"Catbush",1.65,2016,5701
"Catbush",2.73,2008,5702
"Catbush",3.01,1990,5703
"Catbush",2.05,2006,5704
"Catbush",2.8,1997,5705
"Catbush",1.54,2014,5706
"Catbush",1.91,1993,5707
"Catbush",2.47,2003,5708
"Catbush",3.24,1994,5709
"Catbush",1.01,2022,5710
"Catbush",3.64,1996,5711
"Catbush",3.52,1994,5712
"Catbush",3.81,1997,5713
"Catbush",3.69,1997,5714
"Catbush",1.3,2000,5715
"Catbush",2.07,1999,5716
"Catbush",1.92,1990,5717
"Catbush",1.95,1992,5718
"Catbush",3.16,1992,5719
"Catbush",3.23,2019,5720
"Catbush",2.13,1996,5721
"Catbush",1.89,2019,5722
"Catbush",1.93,2021,5723
"Catbush",3.19,1992,5724
"Catbush",1.7,1997,5725
"Catbush",1.14,2015,5726
"Catbush",3.12,2008,5727
"Catbush",2.74,1991,5728
"Catbush",1.86,2005,5729
"Catbush",1.99,2011,5730
"Catbush",1.77,2005,5731
"Catbush",2.62,2023,5732
"Catbush",1.39,2016,5733
"Catbush",3.31,2013,5734
"Catbush",2.08,2009,5735
"Catbush",1.97,2015,5736
"Catbush",3.8,2016,5737
"Catbush",1.92,1996,5738
"Catbush",1.37,2022,5739
"Catbush",3.32,2021,5740
"Catbush",1.62,2016,5741
"Catbush",1.26,2021,5742
"Catbush",2.61,2020,5743
"Catbush",2.96,2005,5744
"Catbush",1.39,1994,5745
"Catbush",1.6,2020,5746
"Catbush",2.29,1998,5747
"Catbush",3.41,2010,5748
"Catbush",3.29,1996,5749
"Catbush",2.07,2013,5750
"Catbush",1.75,2023,5751
"Catbush",1.17,2018,5752
"Catbush",3.67,2010,5753
"Catbush",1.33,2023,5754
"Catbush",2.57,2005,5755
"Catbush",3.5,1996,5756
"Catbush",1.96,2011,5757
"Catbush",2.72,2000,5758
"Catbush",2.85,2009,5759
"Catbush",2.4,1993,5760
"Catbush",1.64,2021,5761
"Catbush",3.12,2015,5762
"Catbush",3.91,1994,5763
"Catbush",3.96,1998,5764
"Catbush",2.6,1992,5765
"Catbush",3.57,2010,5766
"Catbush",2.15,1996,5767
"Catbush",2.98,2009,5768
"Catbush",2.54,2001,5769
"Catbush",1.32,1994,5770
"Catbush",2.04,1996,5771
"Catbush",3.95,2018,5772
"Catbush",3.93,2019,5773
"Catbush",3.94,2009,5774
"Catbush",2.57,2015,5775
"Catbush",1.92,2008,5776
"Catbush",1.76,2015,5777
"Catbush",3.38,2008,5778
"Catbush",1.51,2022,5779
"Catbush",2.84,2023,5780
"Catbush",1.09,1994,5781
"Catbush",1.76,2003,5782
"Catbush",3.23,1992,5783
"Catbush",1.81,2021,5784
"Catbush",2.78,2004,5785
"Catbush",3.8,2013,5786
"Catbush",1.48,2013,5787
"Catbush",1.9,2005,5788
"Catbush",1.27,2009,5789
"Catbush",3.74,1995,5790
"Catbush",3.73,1995,5791
"Catbush",3.73,2005,5792
"Catbush",1.6,1990,5793
"Catbush",1.68,2007,5794
"Catbush",1.26,2019,5795
"Catbush",1.98,2022,5796
"Catbush",2.8,2001,5797
"Catbush",2.1,2009,5798
"Catbush",2.5,1995,5799
"Catbush",2.53,2018,5800
"Catbush",2.74,1992,5801
"Catbush",1.7,2015,5802
"Catbush",1.52,2011,5803
"Catbush",3.94,2006,5804
"Catbush",2.33,2009,5805
"Catbush",2.09,2007,5806
"Catbush",1.97,2021,5807
"Catbush",1.19,1991,5808
"Catbush",3.05,1999,5809
"Catbush",3.66,1998,5810
"Catbush",2.88,2003,5811
"Catbush",2.43,2007,5812
"Catbush",3.1,2003,5813
"Catbush",3.26,2006,5814
"Catbush",1.32,2006,5815
"Catbush",1.41,2020,5816
"Catbush",1.61,2006,5817
"Catbush",1.62,1992,5818
"Catbush",3.54,2004,5819
"Catbush",2.09,1998,5820
"Catbush",2.25,1999,5821
"Catbush",3.34,2016,5822
"Catbush",2.66,1992,5823
"Catbush",3.2,2019,5824
"Catbush",3.78,2010,5825
"Catbush",1.07,2018,5826
"Catbush",2.2,2016,5827
"Catbush",3.43,2009,5828
"Catbush",2.64,2020,5829
"Catbush",3.73,1997,5830
"Catbush",3.08,2015,5831
"Catbush",1.6,1992,5832
"Catbush",1.09,2007,5833
"Catbush",3.38,1995,5834
"Catbush",2.59,2006,5835
"Catbush",2.38,1999,5836
"Catbush",1.13,2022,5837
"Catbush",3.66,2002,5838
"Catbush",1.32,1992,5839
"Catbush",3.31,1998,5840
"Catbush",3.62,2023,5841
"Catbush",2.28,2022,5842
"Catbush",1.63,2002,5843
"Catbush",1.54,1994,5844
"Catbush",2.79,2004,5845
"Catbush",3.28,2009,5846
"Catbush",1.39,1999,5847
"Catbush",1.25,2013,5848
"Catbush",1.62,2006,5849
"Catbush",1.85,2013,5850
"Catbush",2.56,2022,5851
"Catbush",1.21,2019,5852
"Catbush",1.32,2023,5853
"Catbush",2.43,1993,5854
"Catbush",2.31,2016,5855
"Catbush",2.8,2015,5856
"Catbush",3.47,1992,5857
"Catbush",3.78,2020,5858
"Catbush",1.36,2018,5859
"Catbush",1.6,1990,5860
"Catbush",3.74,2004,5861
"Catbush",3.53,2011,5862
"Catbush",3.62,1990,5863
"Catbush",1.16,2009,5864
"Catbush",3.41,2010,5865
"Catbush",1.65,1999,5866
"Catbush",3.46,1996,5867
"Catbush",2.06,2005,5868
"Catbush",3.24,2020,5869
"Catbush",2.83,2017,5870
"Catbush",2.05,2006,5871
"Catbush",2.29,2001,5872
"Catbush",1.53,2019,5873
"Catbush",2.14,2016,5874
"Catbush",1.49,2003,5875
"Catbush",2.54,1991,5876
"Catbush",2.89,2023,5877
"Catbush",3.97,2004,5878
"Catbush",3.14,2000,5879
"Catbush",2.34,2004,5880
"Catbush",1.24,2018,5881
"Catbush",2.21,1998,5882
"Catbush",1.45,1993,5883
"Catbush",1.04,2007,5884
"Catbush",3.23,2020,5885
"Catbush",1.4,2015,5886
"Catbush",2.73,2000,5887
"Catbush",1.29,2020,5888
"Catbush",3.48,2004,5889
"Catbush",1.28,2004,5890
"Catbush",1.19,1999,5891
"Catbush",2.19,2004,5892
"Catbush",3.63,1997,5893
"Catbush",3.63,2007,5894
"Catbush",3.89,2002,5895
"Catbush",1.63,2023,5896
"Catbush",2.63,2007,5897
"Catbush",2.09,2016,5898
"Catbush",3.45,2008,5899
"Catbush",3.24,2008,5900
"Catbush",1.9,2007,5901
"Catbush",2.83,2022,5902
"Catbush",3.17,2000,5903
"Catbush",1.77,1999,5904
"Catbush",2.45,1991,5905
"Catbush",3.04,1993,5906
"Catbush",2.18,2020,5907
"Catbush",2.52,2017,5908
"Catbush",3.47,2015,5909
"Catbush",1.78,2002,5910
"Catbush",3.8,2014,5911
"Catbush",2.04,1991,5912
"Catbush",2.36,2005,5913
"Catbush",1.6,1990,5914
"Catbush",3.41,2011,5915
"Catbush",2.98,2006,5916
"Catbush",2.23,2020,5917
"Catbush",2.6,2013,5918
"Catbush",3.71,1991,5919
"Catbush",1.33,2003,5920
"Catbush",1.02,2015,5921
"Catbush",1.02,1995,5922
"Catbush",3.27,2000,5923
"Catbush",3.81,2011,5924
"Catbush",3.03,2013,5925
"Catbush",2.74,2015,5926
"Catbush",3.84,2018,5927
"Catbush",3.88,1999,5928
"Catbush",2.04,2015,5929
"Catbush",2.34,1992,5930
"Catbush",3.2,2008,5931
"Catbush",3.74,2017,5932
"Catbush",1.63,2020,5933
"Catbush",2.51,2003,5934
"Catbush",2.08,2013,5935
"Catbush",3.38,2012,5936
"Catbush",1.39,2023,5937
"Catbush",1.76,2013,5938
"Catbush",2.92,2013,5939
"Catbush",1.87,1997,5940
"Catbush",3.26,2010,5941
"Catbush",1.59,2013,5942
"Catbush",3.92,2006,5943
"Catbush",3.33,2022,5944
"Catbush",3.45,2004,5945
"Catbush",1.44,1997,5946
"Catbush",2.86,1995,5947
"Catbush",1.48,1996,5948
"Catbush",1.05,1994,5949
"Catbush",1.13,1994,5950
"Catbush",2.84,2021,5951
"Catbush",3.89,1992,5952
"Catbush",3.57,2012,5953
"Catbush",3.09,2020,5954
"Catbush",1.28,2013,5955
"Catbush",2.41,2009,5956
"Catbush",3.92,1998,5957
"Catbush",2.38,1999,5958
"Catbush",1.3,2001,5959
"Catbush",2.4,2017,5960
"Catbush",3.93,1999,5961
"Catbush",3.88,2001,5962
"Catbush",1.48,2009,5963
"Catbush",2.42,2020,5964
"Catbush",2.82,2010,5965
"Catbush",2.52,2018,5966
"Catbush",1.77,2012,5967
"Catbush",1.84,2019,5968
"Catbush",1.86,2003,5969
"Catbush",3.04,1993,5970
"Catbush",3.14,2003,5971
"Catbush",3,2010,5972
"Catbush",2.82,1995,5973
"Catbush",2.04,2017,5974
"Catbush",1.43,2023,5975
"Catbush",2.47,2021,5976
"Catbush",1.9,2000,5977
"Catbush",1.82,2009,5978
"Catbush",3.58,2003,5979
"Catbush",1.06,1998,5980
"Catbush",2.16,1998,5981
"Catbush",2.15,1996,5982
"Catbush",3.75,2001,5983
"Catbush",1.6,2005,5984
"Catbush",1.23,2019,5985
"Catbush",2.63,1991,5986
"Catbush",3.74,2018,5987
"Catbush",1.43,2023,5988
"Catbush",1.5,1992,5989
"Catbush",2.63,2006,5990
"Catbush",2.44,2013,5991
"Catbush",1.82,2015,5992
"Catbush",3.56,2001,5993
"Catbush",3.05,2005,5994
"Catbush",1.43,2018,5995
"Catbush",1.59,1994,5996
"Catbush",3.39,2015,5997
"Catbush",2.59,2012,5998
"Catbush",2.73,2014,5999
"Catbush",3.99,1996,6000
"Catbush",3.15,1998,6001
"Catbush",1.86,1999,6002
"Catbush",2.85,2022,6003
"Catbush",3.13,1995,6004
"Catbush",1.38,2023,6005
"Catbush",3.27,2021,6006
"Catbush",3.23,1995,6007
"Catbush",2.31,2017,6008
